"nome","statistiche","descrizione","tecnica","critico","altro"
"Laserbeak","8 HP, 3 Armor, 6 STR, 14 DEX, 8 WIL, Laser Rifle (2d8)","A robotic birdlike creature, it has a sleek, aerodynamic body and its equipped with flight capabilities and a builtin laser rifle.","Able to fly at high speeds and make sudden, acrobatic maneuvers in combat.","Laserbeak's rifle deals extra damage on a critical hit, and it can shoot down incoming projectiles."
"Lava Guardian","7 HP, 2 Armor, 6 STR, 6 DEX, 6 WIL, Projectile Attacks (d6, ranged), Lava Flows (d10, blast)","A creature made of living magma. Can generate lava flows, create walls of fire, and launch fiery projectiles against enemies.","Its molten form and control over fire and heat make it a dangerous adversary in volcanic environments.","When critically damaged, releases an eruption of molten lava, creating a zone of intense heat and damage around itself while also using the molten energy to regenerate its own wounds."
"Living Abyss","9 HP, 3 Armor, 10 STR, 6 DEX, 12 WIL, Tentacle Attack (d8), Seismic Wave (d10, blast)","Emerging from the depths of the sea, this tentacled creature captivates attention with its ominous presence.","Unpredictable behavior underwater, often lashing out unexpectedly.","When critically damaged, releases a shockwave that disorients nearby enemies."
"Living Hologram","6 HP, 2 Armor, 3 STR, 4 DEX, 6 WIL, Light Manipulation","A creature formed from pure holographic light. Can manipulate light, create illusory duplicates of itself, and attack with concentrated beams of light.","Its nature as a living projection grants it the ability to deceive and distract enemies, making it a challenging adversary to predict and engage.","When critically damaged, harnesses the chaotic instability of its holographic structure, unleashing a blinding burst of light that disorients and temporarily blinds foes, while simultaneously reshaping its own form to enhance its defenses and mobility, making it even more elusive and difficult to target."
"Lord of Flames","6 HP, 2 Armor, STR 10, DEX 12, WIL 14, Fiery Spheres (d6), Inferno Eruptions (d8, blast)","Entity possessing mastery over fire manipulation. Capable of conjuring blazing spheres for offensive maneuvers.","Can cause eruptions of intense flames, scorching adversaries.","Firewall Creation: Able to generate protective walls of fire to hinder attacks."
"Lord of Shadows","7 HP, 3 Armor, STR 10, DEX 12, WIL 14, Abyssal Projectiles (d6, ranged)","Dark entity possessing mastery over shadows. Can merge seamlessly with shadows, rendering itself almost invisible.","Capable of summoning shadowy creatures (2 HP, 10 STR/DEX/WILL, Shadow Clasw d6) from the depths of darkness.","Able to launch projectiles charged with dark energy for ranged assaults."
"Lunar Panther","6 HP, 1 Armor, 8 STR, 14 DEX, 8 WIL, Lunar Claws (d6, stealth)","A quadrupedal creature with sleek black fur and glowing blue eyes. Its body is able to blend in with the shadows, making it hard to spot.","Able to move silently and becomes invisible in the shadows, making it a formidable hunter.","On a critical hit, Lunar Panther's claws deals extra damage and the target become hindered by darkness."
"Magnetic Elemental","7 HP, 2 Armor, 6 STR, 6 DEX, 8 WIL, Destructive Magnetic Pulses (d8, blast)","A creature composed of magnetic particles. Can manipulate magnetism to attract or repel metallic objects.","Its affinity for magnetism grants it control over its surroundings and versatile combat abilities.","When critically damaged, releases a surge of magnetic energy, causing metal objects in the vicinity to become dangerously magnetized and disruptively rearranged."
"Magnetic Specter","6 HP, 2 Armor, STR 10, DEX 12, WIL 14, Destructive Magnetic Pulses (d8)","Energetic entity proficient in magnetic manipulation.","Can draw in or repel metallic objects using controlled magnetic fields.","Capable of generating powerful magnetic pulses with destructive potential."
"Mecha-Centaur","8 HP, 1 Armor, 8 STR, 10 DEX, 6 WIL, Cannon (d10)","A fusion of machine and mythical creature, equipped with four mechanical legs and a chestmounted cannon. Can charge with devastating force.","Its unique combination of mythical traits and advanced machinery makes it a fearsome opponent on the battlefield.","When critically damaged, enters a state of berserker charge, accelerating its movements and causing its charges to deal even greater impact damage, while also using the increased kinetic energy to temporarily enhance its own durability."
"Mecha-Scorpion","8 HP, 3 Armor, 12 STR, 6 DEX, 6 WIL, Venomous Tail (d6, poison), Explosive Claw Missiles (d8, blast)","A massive mechanical scorpion with a reinforced exoskeleton. Possesses a venomous tail and can shoot explosive missiles from its claws.","Its blend of natural traits and advanced weaponry makes it a versatile and formidable adversary.","When critically damaged, enters an overload mode, launching a barrage of explosive claw missiles and releasing a toxic gas cloud from its tail, creating a hazardous area while also using the chaos to repair and regenerate its own systems."
"Mechanical Arachnoid","6 HP, 2 Armor, 6 STR, 8 DEX, 4 WIL, Web Spinner (d4), Electrified Web (d6, blast, paralyze)","An unsettling spiderlike creature with a mechanical body. Capable of spinning webs.","Its metallic appearance and movements evoke a sense of unease and curiosity.","When critically damaged, deploys an electrified web that shocks and immobilizes enemies."
"Mechanical Colonel","9 HP, 3 Armor, 8 STR, 6 DEX, 10 WIL, Energy Rifle (d10)","A military android trained for combat. Equipped with advanced weaponry, energy shields, and strategic tactics.","Its mechanical precision and strategic mindset make it a skilled leader on the battlefield.","When critically damaged, activates a selfdestruct protocol, releasing a devastating energy explosion that engulfs the area."
"Mechanical Demolisher","10 HP, 3 Armor, 14 STR, 6 DEX, 6 WIL, Heavy Claws (d10), Explosive Missiles (d8, ranged), Shockwave Emission (d12, blast)","A giant war machine with metallic claws and integrated heavy weaponry. Capable of emitting shockwaves and launching explosive missiles.","Its massive size and devastating firepower make it a formidable adversary on the battlefield.","When critically damaged, activates an emergency power surge, increasing its combat capabilities and causing its attacks to deal additional explosive damage."
"Mechvine","9 HP, 3 Armor, X STR, X DEX, X WIL, Razorsharp Roots (d6), Destructive Laser Beams (d8)","Enormous mechanical flora with crawling movement.","Equipped with razorsharp roots for closequarter attacks and entanglement.","Capable of launching devastating laser beams from its armored petals."
"Memory Hunter","5 HP, 1 Armor, 4 STR, 6 DEX, 8 WIL, Psychic Burst (d6, blast)","A creature capable of extracting and manipulating individuals' memories. Can induce amnesia, create illusions, and utilize gathered information against enemies.","Its ability to delve into the past and distort perceptions makes it an unsettling opponent to face.","When critically damaged, releases a psychic burst that disrupts enemies' mental clarity, causing confusion and temporary loss of focus."
"Metal Titan","10 HP, 3 Armor, STR 14, DEX 10, WIL 10, Integrated Heavy Weapons (d10), Laser Cannons (d8, ranged), Rocket Launchers (d10, ranged)","Gigantic mechanoid form clad in indestructible plating.","Equipped with armor that repels all but the most potent attacks.","Arsenal of Destruction: Possesses integrated heavy weaponry, including laser cannons and rocket launchers."
"Mind-Eater","4 HP, 3 Armor, 8 STR, 8 DEX, 14 WIL, Psychic Claws(d6)","MindEater is a humanoid creature with elongated limbs and a strange, otherworldly appearance. It can control its enemies minds with its psychic powers.","MindEater's attacks can also drain the target's will, making them more vulnerable to future psychic attacks.","On a critical hit, MindEater can fully control the target's mind for a short period of time."
"Mind Archon","5 HP, 1 Armor, 10 STR, 6 DEX, 10 WIL, Psychic Burst (d4, blast)","A being gifted with psychic and telepathic powers. Can manipulate the minds of others, create illusions, and predict the movements of enemies.","Its mastery over the mind allows it to control battles through mental manipulation and strategic foresight.","When critically damaged, releases a surge of psychic energy that temporarily disrupts enemies' thoughts, causing confusion and disorientation."
"Mist Warrior","6 HP, 2 Armor, 6 STR, 8 DEX, 6 WIL, Cutting Mist Blades (d6)","An entity cloaked in dark mist. Can conjure illusions, attack with sharp mist blades, and dissipate to evade attacks.","Its elusive and ephemeral nature makes it a tricky and unpredictable opponent.","When critically damaged, releases a burst of dense mist, shrouding the area and creating a temporary zone of confusion and disorientation for nearby foes."
"Mutated Humanoid","8 HP, 3 Armor, 6 STR, 4 DEX, 4 WIL, Razorsharp Claws (d8)","A mutated humanoid with sharp claws and superhuman strength. Can regenerate rapidly and inflict bloody wounds on enemies.","Its physical mutations and regenerative capabilities make it a fearsome opponent in close combat.","When critically damaged, enters a berserk state, boosting its strength and ferocity, causing its attacks to become even more brutal and inflicting deeper wounds on enemies, while also using the adrenaline surge to accelerate its own regeneration."
"Nano-Devastator","6 HP, 1 Armor, 10 STR, 10 DEX, 12 WIL, Nanotech Weaponry (d6)","A living weapon created by autonomous nanomachines. Can transform into various weapon forms, such as sharp blades or energy cannons.","Its adaptability and versatile weaponry make it a formidable adversary on the battlefield.","When critically damaged, undergoes a nanomachine overload, releasing a burst of energy that temporarily enhances its weapon forms, allowing it to deal devastating strikes and unleash powerful energy blasts, while also repairing its own structure by redirecting nanomachines from damaged areas."
"Nano-Swarm","4 HP, 1 Armor, 8 STR, 12 DEX, 14 WIL, SelfOrganizing Nanobots (d6)","A collection of selforganizing nanobots that form a constantly shifting mass. Can attack and disassemble objects or enemies with microscopic precision.","Its ability to manipulate matter at the nanoscale and its collective intelligence make it a unique and adaptable opponent.","When critically damaged, initiates a temporary nanobotic frenzy, drastically increasing its speed and agility while also augmenting its disassembly capabilities, allowing it to break down enemy defenses and structures more efficiently and repair its own nanobots."
"Nebulor","10 HP, 0 Armor, 6 STR, 14 DEX, 6 WIL, Energy Explosion (d10, blast)","A gaseous creature that hovers in the air. Can control gas molecules.","Its ethereal nature and control over gases make it an elusive and unpredictable adversary.","When critically damaged, releases a burst of chaotic energy that destabilizes the surrounding atmosphere, causing sudden and violent gas eruptions that can disorient enemies and deal additional damage, while also using the chaos to reconfigure its gaseous form and enhance its maneuverability."
"Nova-Fang","8 HP, 2 Armor, 12 STR, 8 DEX, 8 WIL, Novabeam (d10), Supernova (d12, blast)","A large, quadrupedal creature with a long snout and glowing eyes. It is able to project powerful beams of energy from its eyes.","Able to charge up a supernova attack that deals massive damage in a large area.","On a critical hit, NovaFang can trigger its supernova attack and deal massive damage to all enemies in the area."
"Nova Drake","12 HP, 3 Armor, 12 STR, 8 DEX, 8 WIL, Nova Breath (d8, blast), Nova Charge (d10)","Nova Drake is a dragonlike creature that has a shimmering, fiery body. It can breathe a powerful blast of fire, and charge its enemies with its body engulfed in flames.","Nova Drake can fly and move at high speeds, making it a formidable opponent in aerial combat.","On a critical hit, Nova Drake's Nova breath can deals extra damage (2d8) and leaves the area of effect with a searing heat, dealing damage (d4 evert turn)."
"Nucleo-Dragon","4 HP, 3 Armor, 12 STR, 8 DEX, 10 WIL, Nuclear Projectiles (d8, ranged), Nuclear Shockwave (2d12, blast)","A biomechanical dragon with an energy core at its center.","Its fusion of biological and mechanical components grants it both physical might and destructive energy powers.","When critically damaged, overloads its energy core, unleashing a catastrophic nuclear explosion that engulfs its surroundings in a deadly inferno, causing massive damage to enemies in the vicinity and irradiating the area."
"Null-Flayer","6 HP, 4 Armor, 8 STR, 14 DEX, 8 WIL, Null Claws (d6)","A humanoid creature with elongated limbs and a body made of dark, swirling energy. Its claws can disrupt reality and create a nullfield that damages enemies.","NullFlayer's nullfield can also disrupts enemy's attacks and makes them miss more often.","On a critical hit, NullFlayer's claws can destabilize an enemy's form, dealing extra damage (+d4) and potentially rendering them intangible for a short period of time."
"Ooze","8 HP, 0 Armor, 14 STR, 16 DEX, 12 WIL, Tendrils (d8), Toxic Splash (see below)","Giant Parameci look, able to extend tendrils from their bodies.","Highly agile and immune to crushing blows. Vulnerable to energy weapons.","Toxic Splash: when in mortal danger, they release a powerful acid (instant Critical Damage)."
"Phantasmagora","14 HP, 3 Armor, 4 STR, 14 DEX, 14 WIL, Psychic Burst (d8)","Ethereal entity crafted from pure psychic energy.","Proficient in crafting highly convincing illusions to deceive and disorient.","Possesses the ability to release formidable waves of psychic energy for attacks."
"Pioneerbot","2 HP, 1 Armor, 8 STR, 10 DEX, 6 WIL, Mechanical Arm (d6), SelfDestruction (d8, blast)","Compact programmable drone for exploration and manipulation.","Equipped with tools and functions for effective exploration and manipulation tasks.","Can initiate selfdestruct sequence to cause damage."
"Plasmafur","HP: 8, Armor: 2, STR: 6, DEX: 12, WIL: 8 (d6, plasma claws, incendiary breath)","A quadrupedal creature with a sleek body and fiery, orange fur. It has long claws and can breathe fire.","Able to exhale a blast of flame at its enemies.","On a critical hit, Plasmafur's attacks deals extra damage and the target catch fire."
"Plasma Golem","8 HP, 3 Armor, 12 STR, 8 DEX, 6 WIL, Plasma Strike (d8), Plasma Discharge (d10, blast)","A creature composed of unstable plasma. Can generate defensive energy fields and unleash destructive plasma discharges.","Its fiery and energetic nature grants it both defensive and offensive capabilities.","When critically damaged, unleashes a surge of unstable plasma in all directions, creating a volatile explosion that damages and ignites nearby foes."
"Plasma Sphere","5 HP, 1 Armor, STR 8, DEX 12, WIL 10, Energetic Discharges (d8, ranged)","Luminous sphere composed of scorching plasma.","Can emit bursts of energetic plasma for offensive maneuvers.","Capable of generating protective force fields to deflect incoming threats."
"Plasma Wave","6 HP, 2 Armor, 14 STR, 14 DEX, 4 WIL, Fire Damage (d6), Fiery Spheres (d4), Explosive Burst (d10, blast)","Manifests as a Destructive Energetic Entity.","Its energetic nature leads to unpredictable fluctuations in behavior.","When critically damaged, it erupts in a devastating burst of scorching plasma."
"Plasmic Entity","7 HP, 2 Armor, 4 STR, 8 DEX, 6 WIL, Plasma Explosions (d8, blast), Unstable Plasma Surge (d12, blast)","A creature composed of unstable plasma. Can generate plasma explosions, create containment energy fields, and phase through solid objects.","Its fluidic and energetic nature grants it unique combat abilities, allowing it to breach defenses and cause chaos.","When critically damaged, releases a surge of unstable plasma, creating a localized explosion that damages and ignites foes in its proximity."
"Portal Guardian","8 HP, 0 Armor, 10 STR, 12 DEX, 10 WIL, Energy Discharges (d8), Dimensional Rift (d8, blast)","An immaterial creature that guards dimensional portals. Can manipulate the fabric of spacetime and attack with powerful energy discharges.","Its ethereal form and control over the fundamental forces of reality make it a formidable protector of the portals it oversees.","When critically damaged, disrupts the local spacetime continuum, creating a localized rift that unleashes an unpredictable surge of energy, damaging and distorting enemies in its vicinity."
"Predator Hologram","5 HP, 1 Armor, 12 STR, 10 DEX, 10 WIL, Solid Weapons (d6), Energy Projectiles (d6, ranged)","A holographic entity capable of physical materialization. Can create solid weapons and launch ranged attacks with energy projectiles.","Its ability to transition from a holographic state to a physical form grants it the advantage of both versatility and brute strength.","When critically damaged, undergoes a surge of stamina, enabling it to briefly enhance its physical form, increasing its strength and speed, and channeling this energy into powerful ranged energy attacks, while also using the enhanced physicality to engage in close combat with increased effectiveness."
"Projection Hologram","8 HP, 0 Armor, 8 STR, 14 DEX, 14 WIL, Attack (d6)","A holographic entity capable of creating copies of itself. Can confuse enemies with illusions and surprise attacks.","Its ability to multiply and deceive adversaries makes it a formidable opponent on the battlefield.","When critically damaged, triggers a holographic duplication cascade, creating multiple illusory projections that overwhelm enemies with a flurry of attacks and disorienting tactics, while also using the chaos of the duplicates to strategically reposition itself and evade incoming assaults."
"Protozombie","4 HP, 1 Armor, 8 STR, 12 DEX, 6 WIL, Claws (d6), Contagious Taint","Entity infected by artificial intelligence bearing pallid skin, twisted limbs, and sharp claws as a result of AI infection.","Possesses the capability to regenerate its damaged form over time.","Able to infect other organisms, spreading the AI influence to further victims."
"Psychic Mutant","6 HP, 03 Armor, 8 STR, 12 DEX, 16 WIL, Psionic Explosion (d8, blast)","A being with extraordinary mental powers. Can read and manipulate the minds of others, create illusions, and unleash psionic explosions.","Its formidable psychic abilities and mental manipulation make it a formidable adversary.","When critically damaged, triggers a burst of psychic energy that disrupts the thoughts of nearby enemies, causing confusion and disorientation, while also channeling the energy to enhance its own psychic prowess and defenses."
"Quantum-Hunter","5 HP, 2 Armor, 12 STR, 14 DEX, 10 WIL, Weapon Quantum Claws (d6)","A quadrupedal creature with elongated limbs and a sleek body. It's able to entangle particles and use it to teleport short distances.","Able to teleport short distances, making it hard to hit.","On a critical hit, QuantumHunter can teleport through any object."
"Quantum Entangler","8 HP, 3 Armor, 6 STR, 12 DEX, 14 WIL QuantumEntanglement Rifle (2d8, ranged)","A robotic creature that has the ability to entangle particles and use it to teleport short distances","Able to teleport short distances, making it hard to hit.","On a critical hit, Quantum Entangler can teleport through an enemy's defenses and deal d4 extra damage."
"Quantum Nightmare","6 HP, 3 Armor, 10 STR, 16 DEX, 14 WIL, Attack (d6)","A creature that exists simultaneously in multiple dimensions. Can manipulate the surrounding reality and create illusory duplicates.","Its ability to manipulate quantum probabilities and create illusions across different dimensions makes it an enigmatic and unpredictable foe.","When critically damaged, triggers a quantum surge, causing momentary dimensional instability that creates an array of illusory duplicates, confusing and disorienting nearby enemies."
"Reactoroid","12 HP, 3 Armor, 14 STR, 16 DEX, 12 WIL, Plasma Eruption (2d8, blast), Cataclysmic Emanations (2d12, blast),","Massive energy creature fueled by fusion core.","Can launch explosive bursts of searing plasma with destructive potential.","When critically damaged, it generates an energy field with catastrophic impact."
"Robotic Assault Squad (Detachment)","12 HP, 3 Armor, STR 12, DEX 14, WIL 10, Advanced Firearms (2d8, ranged)","Tactical unit of expertly coordinated assault robots equipped with stateoftheart firearms for ranged engagements.","Possess energy shields that provide additional protection against threats.","Synchronized Strikes: Capable of executing deadly precise attacks in perfect coordination."
"Rock Colossus","12 HP, 3 Armor, 16 STR, 6 DEX, 6 WIL, Fists (d8), Rock Throws (d10, ranged), Earthquake (d12, blast)","A gargantuan creature made of stone and rock. Possesses immense strength and the ability to generate seismic tremors. Can also throw rocks with remarkable precision.","Its colossal size and raw power make it a formidable force on the battlefield.","When critically damaged, pounds the ground with such force that it triggers a localized earthquake, disorienting and knocking down enemies in the vicinity."
"Shadow Arachnid","3 HP, 2 Armor, 10 STR, 10 DEX, 8 WIL, Claws (d6, Venomous Bite (d6, paralysis)","A mutant spider possessing paralyzing venom and razorsharp claws. Can meld with shadows to become invisible and weave durable webs.","Its eerie and stealthy demeanor evokes a sense of dread in those who encounter it.","When critically damaged, releases a burst of blinding shadow energy, temporarily obscuring vision."
"Shadow Hunter","4 HP, 2 Armor, 10 STR, 12 DEX, 10 WIL, Shadowy Claws (d6), Dark Energy Dart (d6, ranged)","An ethereal entity capable of moving through shadows. Can attack with shadowy claws and launch darts of dark energy.","Its elusiveness and dark nature make it a formidable foe, especially in dimly lit or shadowy environments.","When critically damaged, engulfs the area in darkness, temporarily impairing vision and causing disorientation among foes."
"Shadow Scale","3 HP, 2 Armor, STR 10, DEX 14, WIL 12, Venomous Claws (d6, poison)","Elusive entity veiled by enveloping shadows.","Shadowmeld: Can blend into the surrounding shadows to become nearly invisible.","Venomous Strikes: Capable of launching venominfused claw attacks for offense."
"Shadow Sentinel","6 HP, 3 Armor, STR 10, DEX 14, WIL 12, Dark Claws (d6), Dark Energy Projectiles (d8, ranged)","Ethereal being wandering through shadow realms. Attacks with darkened claws, capable of inflicting spectral wounds.","Illusory Veil: Can conjure eerie illusions from the depths of darkness to bewilder adversaries.","Abyssal Energy: Unleashes projectiles of dark energy for ranged assaults."
"Shadow Stalker","8 HP, 3 Armor, 8 STR, 14 DEX, 10 WIL, Dual Shadow Blades (d8)","Shadow Stalker is a humanoid creature with elongated limbs and body made of shadows. It wields dual blades that can turn invisible and can move silently, making it a formidable hunter.","Shadow Stalker can meld into the shadows, making it almost impossible to detect.","On a critical hit, Shadow Stalker's blades can deal d4 extra damage and create a zone of darkness that hinders the target's visibility."
"Skitterclaw","6 HP, 3 Armor, 6 STR, 12 DEX, 6 WIL, Sharp Claws (d6)","A small, quadrupedal creature with a hard exoskeleton. Its body is covered in spines, and its claws are long and curved.","Able to move quickly and change direction suddenly in combat.","Skitterclaw's sharp claws deal extra d4 damage on a critical hit."
"Solar Serpent","14 HP, 3 Armor, 12 STR, 8 DEX, 8 WIL, Solar Coils (d10), Solar Blast (d12, blast)","A large, serpentine creature with bright, glowing coils that can channel solar energy into devastating blasts.","Able to store solar energy and unleash it in a powerful blast, making it especially dangerous in daylight.","On a critical hit, Solar Serpent can release a powerful solar blast that also blinds the target for a short period of time."
"Soul Devourer","6 HP, 0 Armor, 10 STR, 12 DEX, 16 WIL, Spiritual Consumption (inflicts d8 damage to WIL)","Entity feasting on living souls capable of inflicting spiritual wounds that affect the essence of living beings.","Possesses an aura that weakens the resolve and abilities of adversaries.","Can restore itself by consuming captured souls, replenishing its strength."
"Soul Hunter","6 HP, 2 Armor, 10 STR, 12 DEX, 12 WIL, Spiritual Draining (inflicts d6 damage to WIL), Mournful Wail (d6, paralyze)","A spectral creature that feeds on the souls of the living. Can inflict spiritual damage, summon lost souls, and drain the life energy of enemies.","Its ghostly presence is a chilling reminder of its insatiable hunger for life essence.","When critically damaged, lets out a mournful wail that weakens the resolve of nearby enemies, reducing their combat effectiveness temporarily."
"Spheroid","6 HP, 2 Armor, STR 10, DEX 12, WIL 10, Electromagnetic Assault (d8, blast)","Metallic orb adorned with electromagnetic tentacles.","Launches energetic discharges through its electromagnetic tentacles.","Capable of generating protective force fields to shield against incoming attacks."
"Spy Exoskeleton","3 HP, 2 Armor, 10 STR, 12 DEX, 6 WIL, Poisonous Darts (d6, poison, ranged), Electromagnetic Pulses (d8, stun)","A biomechanical insectoid programmed for infiltration. Capable of camouflaging itself with the environment, emitting electromagnetic pulses, and launching poisonous darts.","Its agility and covert capabilities make it a stealthy and cunning operative in espionage and sabotage missions.","When critically damaged, releases a concentrated burst of electromagnetic energy, temporarily disrupting electronic devices and stunning nearby enemies."
"Starfire","4 HP , 3 Armor, 10 STR, 10 DEX, 8 WIL, Plasma Rifle (d8), Energy Shield Overload (d8, blast)","A humanoid robotic creature with a sleek, metallic body. It has a builtin energy shield and weapon systems.","Able to project a powerful energy shield that protects it from harm.","On a critical hit, Starfire can overload its energy shield and deal damage to all nearby enemies."
"Star Kraken","16 HP, 3 Armor, 18 STR, 8 DEX, 12 WIL, Giant Tentacles (d12), Devastating Cosmic Energy Beams (2d12, blast)","A massive creature hailing from space. Possesses giant tentacles and can emit devastating cosmic energy beams.","Its cosmic origin and immense size make it a formidable and aweinspiring opponent.","When critically damaged, unleashes a surge of cosmic energy, creating a localized cosmic storm that damages and disorients nearby enemies, while also using the energy to repair and regenerate its own wounds."
"Star Leviathan","14 HP, 3 Armor, 16 STR, 8 DEX, 8 WIL, Starlight Energy Beams (d10, blast), Gravitational Anomaly (d12, blast)","A colossal space creature with armored skin and cosmic tentacles. Can generate intense gravity fields and spew beams of starlight energy.","Its immense cosmic presence and ability to manipulate gravity make it a force to be reckoned with.","When critically damaged, disrupts the fabric of space, creating an unstable gravitational anomaly that draws in and damages nearby enemies."
"Star Phoenix","6 HP, 2 Armor, 10 STR, 14 DEX, 12 WIL, Celestial Flame (d8, blast), Solar Projectiles (d6, ranged), Stellar Explosions (d12, blast)","A magnificent creature cloaked in celestial flames. Can regenerate through fire, launch solar projectiles, and create stellar explosions.","Its connection to cosmic energies and fiery nature make it a radiant and powerful opponent.","When critically damaged, combusts in a blazing inferno, releasing a burst of solar energy that engulfs the area and deals intense fire damage to enemies nearby."
"Star Seer of the Nebular Oceans","4 HP, 1 Energy Shield, STR 6, DEX 14, WIL 16, Psychowave (inflicts d6 damage to WIL), Event Horizon Glimpse","Celestial entity endowed with astropsychic abilities. Possesses the power to peer into the cosmic flow, predicting celestial events and astral alignments.","Utilizes psychowave manipulation to project astroillusions, distorting reality and influencing cognitive processes.","Upon a critical success, the Star Seer momentarily exposes the target's mind to the overwhelming vastness of the universe, potentially causing a stun or disorientation due to the sheer enormity of the cosmic revelation."
"Stenchbeast","5 HP, 1 Armor, 10 STR, 8 DEX, 6 WIL, Massive Jaws (d8)","A large, quadrupedal creature with a hulking body and a sloping skull. Its breath is incredibly foul and can cause nausea.","Able to spew a cloud of noxious gas at its enemies.","On a critical hit, Stenchbeast causes the target to be blinded and hindered by its gas."
"Storm Herald","6 HP, 2 Armor, 8 STR, 10 DEX, 10 WIL, Bolts (d8, blast) , Electrifying Storms (d10, blast)","A tempestuous creature with the power to control lightning. Capable of conjuring bolts of lightning and creating devastating electrified storms.","Its presence commands attention, with crackling energy radiating around its form.","When critically damaged, releases a surge of electric energy, temporarily overloading nearby electronic devices."
"Synthoid","4 HP, 1 Armor, STR 10, DEX 12, WIL 14, Shapeshifting, Skill Replication","Synthetic Being Proficient in Mimicry and Adaptation.","Capable of assuming the appearance of other living beings.","Can replicate the abilities and skills of those it mimics."
"Technoplague","3 HP, 2 Armor, STR 10, DEX 12, WIL 14, Proxy attack through controlled machines.","Symbiotic being enslaving machines and robotics.","Technological Subjugation: Can seize control of technologies and dominate machines.","Circuitry Manipulation: Proficient in altering electronic circuits to its advantage."
"Tech Hunter","5 HP, 2 Armor, 10 STR, 12 DEX, 10 WIL, Energy Beam Emission (d8), EMP","A creature with the ability to assimilate and utilize technology. Can hack devices, emit energy beams, and regenerate using machine parts.","Its merging of biological and mechanical components gives it adaptability and offensive versatility.","When critically damaged, emits a pulse that temporarily disrupts nearby electronic equipment, hindering technological adversaries."
"Temporal Serpent","4 HP, 1 Armor, STR 10, DEX 12, WIL 14, Temporal Ripples (d8, blast)","Serpentine entity proficient in time manipulation.","Capable of altering time's flow to slow down or speed up opponents' actions.","Can generate fields of temporal distortion, affecting the passage of time within them."
"Venomous Essence","6 HP, 0 Armor, 10 STR, 16 DEX, 10 WIL, Toxic Poisoning (d6), Corrosive Puddle (d8)","A liquid creature capable of changing its form. Can poison enemies with toxic substances, slip through cracks, and regenerate in liquid form.","Its fluidic nature and venomous attacks make it an unpredictable and dangerous adversary in confined spaces.","When critically damaged, transforms into a corrosive puddle that damages foes that come into contact with it, while also using the corrosive nature of its liquid form to rapidly heal its own wounds."
"Vermid","6 HP, 3 Armor, 12 STR, 10 DEX, 8 WIL, Bite (d6), Claws (d8)","Centipede the size of a dog. They can live in vacuum and usually on asteroids and moons.","Always present in groups (2d6), they will attack on sight.","The chitinous exoskeleton is able to resist energy attacks."
"Void-Ripper","8 HP, 4 Armor, 8 STR, 14 DEX, 10 WIL, Claws (d6), Voidblade (d8), Spacetime Rip (d8)","A humanoid creature with a dark, shadowy body and long claws. It is able to bend spacetime to its will.","VoidRipper is able to teleport short distances, making it hard to hit.","On a critical hit, VoidRipper's claws can tear a hole in spacetime, dealing extra damage and teleporting the target to a random location."
"Void-Wraith","8 HP, 2 Armor, 6 STR, 12 DEX2, 12 WIL, Phaseblade (d6)","A spectral creature with a translucent body. It is able to phase through solid objects and wields a ghostly blade.","Able to become intangible and pass through solid objects, making it hard to hit.","On a critical hit, VoidWraith can phase through an enemy's defenses and deal extra d4 damage."
"Void Parasite","4 HP, 1 Armor, 10 STR, 10 DEX, 12 WIL, LifeDrain (d6)","Creature feeding on vital energy.","Capable of siphoning the life force of adversaries for sustenance.","Possesses the ability to regenerate itself by tapping into drained life energy."
"Void Sentinel","5 HP, 2 Armor, STR 10, DEX 12, WIL 14, Whip (d6), Abyssal Detonation (d10, blast)","Extradimensional guardian veiled in dark energy armor.","Interdimensional Mastery: Can manipulate space to create portals between dimensions.","When critically wounded it launches a devastating void explosions with catastrophic impact."
"Void Serpent","6 HP, 3 Armor, STR 12, DEX 14, WIL 10, Bite (d6)","Sinuous onyx creature possessing shimmering eyes. Can swallow objects and foes to absorb their energy for selfregeneration.","Covered in formidable armored scales for enhanced protection.","Exhibits nimble movements aided by its serpentlike form."
"Vortex Beast","7 HP, 3 Armor, 12 STR, 10 DEX, 12 WIL, Interdimensional Projectiles (d8)","A creature that commands dimensional vortices. Capable of creating portals, generating intense gravitational fields, and launching energy projectiles through dimensions.","Its form seems to shift and blur as if it exists partially in another realm.","When critically damaged, ruptures nearby dimensional barriers, causing unpredictable spatial distortions."
"War-Machine","8 HP, 3 Armor, 14 STR, 8 DEX, 6 WIL, Machine Gun (d8), Rocket Launcher (d10, ranged), Missile Salvo (d12, blast)","A heavily armed and armored robot, it can rain bullets and rockets on its enemies from a distance.","Heavily armored and able to sustain large amounts of damage before going down.","On a critical hit, WarMachine can release a salvo of rockets that deal extra damage and hit multiple targets."
"Warping Hologram","4 HP, 1 Armor, 10 STR, 14 DEX, 12 WIL, Attack (d6)","A holographic entity capable of altering the perception of reality. Can create illusions, teleport, and leave opponents confused.","Its ability to warp reality and deceive the senses make it a master of misdirection and surprise.","When critically damaged, triggers a reality distortion field, causing the environment to shift and morph unpredictably, disorienting enemies and making them vulnerable to its illusions and deceptive tactics, while also using the distortion to reconfigure its own holographic form and become harder to target."
